District,Ad #,FM Numbers,BDI,Short Description,Number of Contracts Awarded,Contract Threshold,Major Work Types,Minor Work Types,Under Utilized Work Groups,Contract Amount/Limit,Advertisement Date,Response Deadline Date/Time (*System Time Zone),Shortlist Selection Date,Final Selection Date,Selection Method,Standard Notes
3,23358," 43464516201 
 43464516202",Yes,CEI SR 10 (US 90) in Gadsden County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$746,265.00 ",10/17/2022,10/31/2022 17:00,11/7/2022,11/28/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 7  
 Standard Note 10 "
3,23359," 43736616201 
 44374426201",No,CEI Group 23-H in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,258,060.00 ",1/3/2023,1/17/2023 17:00,1/23/2023,2/6/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23361," 44188516201 
 44402016201 
 44573416201",No,CEI Group 23-F in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$618,388.00 ",9/26/2022,10/10/2022 17:00,10/17/2022,10/31/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23362,44365026201,No,CEI SR 30 (US 98) in Walton County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$956,446.00 ",11/28/2022,12/12/2022 17:00,12/19/2022,1/3/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23365," 44553716201 
 44553916201",No,CEI Group 23-J in Holmes County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,033,245.00 ",2/20/2023,3/6/2023 17:00,3/13/2023,3/27/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23366," 44554116201 
 44554216201",No,CEI Group 23-I in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,501,235.00 ",1/9/2023,1/23/2023 17:00,1/30/2023,2/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23367," 44559016201 
 44562916201",No,CEI Group 23-K in Santa Rosa and Escambia Counties,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,391,074.00 ",3/6/2023,3/20/2023 17:00,3/27/2023,4/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23369,44563516201,No,CEI SR 8 (I-10) in Jackson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$2,607,254.00 ",12/5/2022,12/19/2022 17:00,12/27/2022,1/9/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23370," 44573316201 
 44575816201",No,CEI Group 23-G in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,017,636.00 ",10/17/2022,10/31/2022 17:00,11/7/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23371,44575916201,No,CEI SR 30 (US 98) in Franklin County,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$851,970.00 ",2/6/2023,2/20/2023 17:00,2/27/2023,3/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23372,43775716201,No,CEI SR 57 (US 19) in Jefferson County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,509,388.00 ",4/3/2023,4/17/2023 17:00,4/24/2023,5/8/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23373,44581516201,No,CEI SR 8 (I-10) in Okaloosa County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,754,937.00 ",2/27/2023,3/13/2023 17:00,3/20/2023,4/3/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23374,44759616201,No,CEI SR 30 (US 98) in Bay County,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$1,338,949.00 ",4/3/2023,4/17/2023 17:00,4/24/2023,5/8/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23377," 44105623201 
 44105633201",No,Multilane Design Group 23-13 in Escambia County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$2,000,000.00 ",11/7/2022,11/21/2022 17:00,12/5/2022,1/17/2023, Letter of Response and Oral Presentation, Standard Note 8 
3,23378,44563416201,No,CEI SR 155 in Leon County,1,"Projects less than $500,000 (Technical Qualification only)", 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$426,177.00 ",3/27/2023,4/10/2023 17:00,4/17/2023,5/1/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,23381,,No,Drainage Design Consultant Services,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 3.2-Major Highway Design"," 2.0-Proj Development & Environmental (PD&E) Studies 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$5,000,000.00 ",7/5/2022,7/19/2022 17:00,,, Letter of Response and Interview, Standard Note 8 
3,23382,21783846201,No,SR 30A (US 98) PCB Pkwy from E of Nautilus to E of R Jackson,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$4,800,000.00 ",2/27/2023,3/13/2023 17:00,3/20/2023,4/3/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
3,23383,44987116201,No,CEI for Districtwide Rural Curve Initiative,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,," GROUP 10-Construction, Engineering, and Inspection (CEI)","$510,572.00 ",3/6/2023,3/20/2023 17:00,3/27/2023,4/10/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10  
 Standard Note 13"
3,23385," 45104412201 
 45104422201",No,PD&E SR 10 (US 90) in Leon and Jefferson Counties,1,Technically Prequalified & Unlimited Audit required," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 8.2-Design, Right of Way, Construction Surveying"," 4.1.2-Minor Bridge Design 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$2,600,000.00 ",2/6/2023,2/20/2023 17:00,3/6/2023,4/10/2023, Letter of Response and Oral Presentation, Standard Note 8 
3,23386,,No,D/W Bridge Repair Design,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,500,000.00 ",2/6/2023,2/20/2023 17:00,3/6/2023,4/3/2023, Letter of Response and Interview, Standard Note 8 
3,23387,22063583201,No,Multilane Design SR 20 in Walton County,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$4,250,000.00 ",12/19/2022,1/5/2023 17:00,1/17/2023,2/20/2023, Letter of Response and Oral Presentation, Standard Note 8 
3,23388," 43938313201 
 44117913201",No,Design Group 23-16 in Gadsden and Gulf Counties,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,744,870.00 ",11/28/2022,12/12/2022 17:00,12/27/2022,2/13/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
3,23389," 44117613201 
 44118813201",No,Design Group 23-17 in Holmes and Gadsden County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,709,669.00 ",1/9/2023,1/23/2023 17:00,2/6/2023,3/13/2023, Letter of Response and Interview, Standard Note 8 
3,23390," 43937513201 
 44907513201",No,Design Group 23-18 in Walton and Holmes County,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,940,630.00 ",1/17/2023,1/31/2023 17:00,2/13/2023,3/27/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
3,23391," 44545213201 
 44907813201",Yes,Bridge Design - Prime Avenue and Gum Creek,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies",,"$836,000.00 ",12/19/2022,1/5/2023 17:00,1/17/2023,2/27/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 7 
3,23392,,No,Continuing Services Construction Verification Testing,1,Technically Prequalified & Unlimited Audit required, 9.3-Highway Materials Testing,," GROUP 9-Soil Exploration, Material Testing, and Foundations","$5,000,000.00 ",10/31/2022,11/15/2022 17:00,11/21/2022,1/9/2023, Letter of Response and Abbreviated Technical Proposal," Standard Note 8  
 Standard Note 11 "
3,23397,22241223201,No,Design SR 8 (I-10) in Escambia County,2,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations","$1,100,000.00 ",10/3/2022,10/17/2022 17:00,10/31/2022,12/5/2022, Letter of Response and Interview, Standard Note 8 
3,233A1,,No,Continuing Services CEI Consultant,2,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",," GROUP 10-Construction, Engineering, and Inspection (CEI)","$5,000,000.00 ",1/9/2023,1/24/2023 17:00,1/30/2023,2/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 8  
 Standard Note 10 "
3,233A3,,No,Continuing Services Design Consultant,1,Technically Prequalified & Unlimited Audit required," 3.1-Minor Highway Design 
 4.1.2-Minor Bridge Design"," 4.1.1-Miscellaneous Structures 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 9.4.2-Non-redundant Drilled Shaft Bridge Foundation Studies 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 3-Highway Design - Roadway 
 GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 8-Surveying and Mapping 
 GROUP 9-Soil Exploration, Material Testing, and Foundations 
 GROUP 15-Landscape Architect","$5,000,000.00 ",1/3/2023,1/18/2023 17:00,1/30/2023,3/6/2023, Letter of Response and Interview, Standard Note 8 
4,23405,,No,"Right-of-Way Services for Acquisition, Relocation, and Prope",1,Technically Prequalified & Unlimited Audit required," 21.0-Acquisition, Negot., Closing, & Order of Taking 
 24.0-Acquisition Relocation Assistance 
 25.0-Right of Way Clearing and Leasing", 22.0-Acquisition Business Damage Estimating & Estimate Review,,"$5,000,000.00 ",3/28/2022,4/11/2022 17:00,5/2/2022,6/6/2022, Letter of Response and Interview, Standard Note 9 
4,23418,,No,SR-845/Powerline Rd and SR-7/US-441 fr NW 3rd ST,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,430,000.00 ",4/25/2022,5/9/2022 17:00,5/31/2022,7/5/2022, Letter of Response and Interview, Standard Note 8 
4,23421,,No,Continuing Services General Planning Support,1,Technically Prequalified & Unlimited Audit required," 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning"," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.2-Major Highway Design 
 6.1-Traffic Engineering Studies 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics",,"$5,000,000.00 ",5/9/2022,5/23/2022 17:00,6/13/2022,7/18/2022, Letter of Response and Interview, Standard Note 9 
4,23426,,No,SR-710 From Martin/Okeechobee Co Line to FPL Power Plant,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,099,999.00 ",12/12/2022,1/3/2023 17:00,1/23/2023,2/27/2023, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23427,,No,General Engineering Consultant (GEC),1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 2.0-Proj Development & Environmental (PD&E) Studies 
 3.1-Minor Highway Design 
 3.3-Controlled Access Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 4.2.1-Major Bridge Design - Concrete 
 4.2.2-Major Bridge Design - Steel 
 4.2.3-Major Bridge Design - Segmental 
 4.3.1-Complex Bridge Design - Concrete 
 4.3.2-Complex Bridge Design - Steel 
 4.4-Movable Span Bridge Design 
 5.4-Bridge Load Rating 
 6.1-Traffic Engineering Studies 
 6.2-Traffic Signal Timing 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 6.3.2-Intelligent Trans Systems Implementation 
 6.3.3-Intelligent Trans Traffic Engin. Communications 
 6.3.4-Intelligent Trans Systems Software Development 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 11.0-Engineering Contract Admin. and Management 
 13.3-Policy Planning 
 13.4-Systems Planning 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 14.0-Architect 
 15.0-Landscape Architect 
 21.0-Acquisition, Negot., Closing, & Order of Taking 
 22.0-Acquisition Business Damage Estimating & Estimate Review 
 24.0-Acquisition Relocation Assistance 
 25.0-Right of Way Clearing and Leasing"," GROUP 4-Highway Design - Bridges 
 GROUP 5-Bridge Inspection 
 GROUP 7-Traffic Operations Design","$30,000,000.00 ",7/5/2022,7/26/2022 17:00,8/8/2022,9/19/2022, Letter of Response and Interview, Standard Note 8 
4,23430,,No,Continuing  Services PD&E/ETDM Support  Activities,1,Technically Prequalified & Unlimited Audit required, 2.0-Proj Development & Environmental (PD&E) Studies," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.1-Traffic Engineering Studies 
 13.5-Subarea/Corridor Planning 
 13.6-Land Planning/Engineering 
 13.7-Transportation Statistics", GROUP 4-Highway Design - Bridges,"$5,000,000.00 ",6/13/2022,6/27/2022 17:00,7/18/2022,8/22/2022, Letter of Response and Interview, Standard Note 8 
4,23431,,No,CEI Services at SR-710/Beeline HWY to SR-708/Blue Heron BLVD,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$9,855,651.00 ",1/9/2023,1/23/2023 17:00,2/21/2023,3/13/2023, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23433,,No,Design Services for SR-5/US-1 from Palmetto Park Rd to SR/85,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.2-Design, Right of Way, Construction Surveying 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$700,000.00 ",6/20/2022,7/5/2022 17:00,7/25/2022,8/29/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23434,,No,RRR on SR-60 fr N Fort Drum Wild life Entrance to W of CR512,1,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 9.4.1-Standard Foundation Studies 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$1,287,945.00 ",6/27/2022,7/12/2022 17:00,8/1/2022,9/6/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 8 
4,23436,,No,SR-869/SW 10 St Connector TSM&O Smart Work Zone,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$2,061,935.00 ",7/18/2022,8/1/2022 17:00,,8/29/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23438,,No,Continuing Services for LAP Project Delivery,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00 ",8/1/2022,8/15/2022 17:00,9/6/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
4,23439,,No,Continuing Services for LAP Project Delivery,2,Technically Prequalified & Unlimited Audit required, 3.2-Major Highway Design," 3.1-Minor Highway Design 
 4.1.1-Miscellaneous Structures 
 4.1.2-Minor Bridge Design 
 6.3.1-Intelligent Trans Systems Analysis & Design 
 7.1-Signing, Pavement Marking & Channelization 
 7.2-Lighting 
 7.3-Signalization 
 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.3-Photogrammetric Mapping 
 8.4-Right of Way Mapping 
 9.1-Soil Exploration 
 9.2-Geotechnical Classification Lab Testing 
 14.0-Architect 
 15.0-Landscape Architect"," GROUP 4-Highway Design - Bridges 
 GROUP 7-Traffic Operations Design","$5,000,000.00 ",8/1/2022,8/15/2022 17:00,9/6/2022,10/24/2022, Letter of Response and Interview, Standard Note 8 
4,23440,,No,D/W MATERIALS LAB TESTING & CONSTRUCTION SUPPORT,1,Technically Prequalified & Unlimited Audit required," 9.3-Highway Materials Testing 
 10.3-Construction Materials Inspection",,,"$1,500,000.00 ",9/6/2022,9/20/2022 17:00,10/17/2022,11/21/2022, Letter of Response and Abbreviated Technical Proposal," Standard Note 9  
 Standard Note 10  
 Standard Note 11  
 Standard Note 12"
4,23441,45122016201,No,Continuing Services Bridge Rehabilitation Replacement,1,Technically Prequalified & Unlimited Audit required," 10.1-Roadway Construction Engineering Inspection 
 10.4-Minor Bridge & Miscellaneous Structures CEI",,,"$5,000,000.00 ",10/10/2022,10/24/2022 17:00,11/21/2022,12/12/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23442,,No,CEI Ser. roadway improvements Broward Blvd & Powerline Rd,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$1,129,982.00 ",9/12/2022,9/26/2022 17:00,10/24/2022,11/14/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23444,,No,CEI Services SR-9/I-95 fr N of Gatlin Blvd to S of St. Lucie,1,Technically Prequalified & Unlimited Audit required, 10.1-Roadway Construction Engineering Inspection,,,"$691,814.00 ",9/19/2022,10/3/2022 17:00,10/31/2022,11/21/2022, Expanded Letter of Response," Standard Note 4  
 Standard Note 9  
 Standard Note 10 "
4,23445,,No,"Continuing Services for Surveying, Mapping and SUE",2,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping", 8.3-Photogrammetric Mapping,,"$5,000,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/28/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
4,23446,,No,"Continuing Services for Surveying, Mapping and SUE",2,Technically Prequalified & Unlimited Audit required," 8.1-Control Surveying 
 8.2-Design, Right of Way, Construction Surveying 
 8.4-Right of Way Mapping", 8.3-Photogrammetric Mapping,,"$5,000,000.00 ",9/12/2022,9/26/2022 17:00,10/17/2022,11/28/2022, Letter of Response and Abbreviated Technical Proposal, Standard Note 9 
